"text","web_url","datetime"
"With German unification accomplished and a combined team for the 1992 Olympics now a certainty, officials of the International Olympic Committee have turned their attention to South Africa and a timetable for its readmission to the Games. As President F. W. de Klerk has promised to dismantle apartheid, the I.O.C. has begun steps that could bring South Africa back to the Olympics as early as 1992, although 1996 might be a more realistic target. South Africa was expelled as a member of the I.O.C. in 1970.","http://www.nytimes.com/1991/02/28/sports/olympics-readmission-of-south-africa-is-moving-up-on-agenda.html",1991-02-28 00:00:00
"To the Editor: Stanley Hoffmann is correct (""Avoiding New World Disorder,"" Op-Ed, Feb. 25) that a new world order cannot be achieved by ad hoc arrangements, such as the Persian Gulf coalition. He notes that the recent record of diplomacy in promoting world order ""leaves little room for optimism."" There is a third choice, one virtually ignored by the major news media and by him.","http://www.nytimes.com/1991/03/16/opinion/l-let-the-un-do-more-to-keep-world-peace-655791.html",1991-03-16 00:00:00
"Being a Soviet delegate to the United Nations is perplexing work these days. Just ask the 30 members of the Foreign Affairs Club at Acalanes High School here, stars on the Model United Nations circuit. They are preparing for a competition next month in New York where it will be their honor and burden to represent the interests of the fractious federation of Soviet republics.","http://www.nytimes.com/1991/03/18/us/lafayette-journal-soviet-choices-tough-even-for-a-mock-un.html",1991-03-18 00:00:00
"South Africa's banishment from the Olympics for more than 20 years could end as early as next February with a limited number of its athletes participating in the Albertville Winter Games in France. Juan Antonio Samaranch, the president of the International Olympic Committee, said in an interview today that so long as the South Africa Government continues dismantling apartheid, South Africa might return to the Olympics sooner, rather than later, even it is just by a few athletes in a few sports.","http://www.nytimes.com/1991/03/19/sports/olympics-south-africa-olympic-ban-may-be-ended.html",1991-03-19 00:00:00
"President Bush said today that American, French and British troops would set up secure camps in northern Iraq that could care for more than half a million Kurdish refugees until they could be coaxed back to their homes. Outlining what he described as ""a greatly expanded and more ambitious relief effort,"" Mr. Bush said five or six encampments would be built as ""temporary"" relief stations to encourage Iraqi Kurds to move to areas where they could be provided with food, clothing and medicine.","http://www.nytimes.com/1991/04/17/world/after-war-us-troops-build-camps-north-iraq-aid-kurds-bush-sees-temporary-role.html",1991-04-17 00:00:00
"An Albanian political leader told members of Congress today that the Communist Government that was returned to power in Tirana in March elections faced growing opposition, heightened by a weeklong general strike. Dr. Sali Berisha, chairman of the opposition Democratic Party, said that ""the election has led to a true impasse"" and that ""the Government does not deserve to be in power."" He spoke before the United States Commission on Security and Cooperation in Europe, a body that includes members of the executive and legislative branches.","http://www.nytimes.com/1991/05/23/world/albanian-politician-in-us-denounces-the-communists.html",1991-05-23 00:00:00
"To the Editor: Leslie H. Gelb's May 15 column ""A Thunderclap . . ."" is a welcome addition to the discussion of peace in the Arab-Israel-Palestine theater. Why indeed should legitimate world interests be held hostage to either Arab or Israeli intransigence? If the United States and Soviet Union (or the United Nations Security Council, to generalize a bit) can agree that the international interests in peace and justice demand a well-attended conference, then let it be. Mr. Gelb does not, however, go far enough. If peace or justice is to be achieved (and, despite his magnificent leap forward, Mr. Gelb is still trapped in the curious United States mind-set that excludes any consideration of justice), international force will be needed not only to secure attendance at the conference but to secure an acceptable result as well.","http://www.nytimes.com/1991/06/05/opinion/l-does-israel-want-dialogue-or-to-dictate-uses-of-a-conference-920791.html",1991-06-05 00:00:00
"The European Community decided today to convene a Yugoslav peace conference here beginning on Saturday to try to find a solution to the many conflicts dividing that country. The conference, with Lord Carrington of Britain as chairman, would try to begin a two-month arbitration process to give binding decisions on the ethnic and nationality divisions inflaming Yugoslavia. Hans van den Broek, the Dutch Foreign Minister, who now holds the community's presidency, said after today's meeting of the 12 Foreign Ministers, that the leaders of Yugoslavia's six republics, as well as the federal government, had been invited to Saturday's gathering.","http://www.nytimes.com/1991/09/04/world/europe-plans-yugoslav-peace-talks.html",1991-09-04 00:00:00
"The White House indicated today that it would pursue diplomatic means before considering military retaliation against Libya for its role in the 1988 bombing of a Pan American World Airways jet that killed 270 people, but officials stressed they have ruled out nothing in their efforts to obtain two Libyan intelligence agents indicted in the crime. One option gaining early support, the White House officians said, is an embargo of Libya's oil exports, which account for about 2.5 percent of the world's 60 million barrel a day average production.","http://www.nytimes.com/1991/11/16/world/us-will-try-diplomatic-action-before-a-military-strike-on-libya.html",1991-11-16 00:00:00
"The United Nations Security Council is expected to serve Libya on Tuesday with a virtual demand that it hand over agents accused of blowing up Pan American Flight 103 over Lockerbie, Scotland in December 1988 or face the threat of economic sanctions. The resolution also calls on Libya to cooperate with an investigation into the destruction of a French airliner over West Africa in 1989.","http://www.nytimes.com/1992/01/21/world/libya-is-expected-to-get-un-demand-on-bomb-suspects.html",1992-01-21 00:00:00
"President Bush and heads of government from the other 14 members of the United Nations Security Council will be asked at a meeting on Jan. 31 to commit themselves to reverse acts of aggression and affirm that President Saddam Hussein of Iraq must comply fully with their terms for ending the Persian Gulf war. A draft of the declaration they plan to issue after the first ever summit meeting of the Council reaffirms its central role in maintaining world peace and says the world today has ""the best chance for peace, security and development since the foundation of the United Nations"" 47 years ago.","http://www.nytimes.com/1992/01/24/world/security-council-to-pledge-to-stop-global-aggression.html",1992-01-24 00:00:00
"Frances Young Tang, a philanthropist in the field of education and a preservationist specializing in landmark buildings, died on Friday at her home in Manhattan. She was 53 years old and also had homes in Oyster Bay, L.I., and Vail, Colo. She died of cancer, said her husband, Oscar L. Tang.","http://www.nytimes.com/1992/02/04/nyregion/frances-tang-53-was-philanthropist-and-preservationist.html",1992-02-04 00:00:00
"To the Editor: The American people deserve more consistency from our Government, especially in foreign policy. Otherwise, we must accept at face value the statements of China's Prime Minister Li Peng at the United Nations, where he decried ""interference in the internal affairs . . . using the human rights issue as an excuse."" Although all borders must be respected, human rights must be as well. But who is to be the judge? We reject China, North Korea, Cuba and Iraq, for example, because of alleged human rights violations. But do blacks have human rights in South Africa? Palestinians in Israel and the occupied territories? Protestants in Northern Ireland? Algerians in France? Indians in Britain? Mosquito Coast Indians in Nicaragua? Or any and many political dissidents in Brazil? Chile? South Korea? East Timor? El Salvador? Haiti?","http://www.nytimes.com/1992/02/18/opinion/l-in-china-as-in-its-neighbors-repression-pays-human-rights-excuse-862592.html",1992-02-18 00:00:00
"King Hassan II of Morocco, one of the Arab world's most pro-Western rulers, has proposed the establishment of an international court for terrorism cases, perhaps under United Nations auspices, to give two Libyans accused of blowing up Western airliners a fair trial ""on neutral ground."" ""If the accused were judged in Libya, that would not be credible,"" King Hassan said. ""If they were judged by an American or English court, that, too, might not seem credible. Let's find a median solution.""","http://www.nytimes.com/1992/03/02/world/moroccan-king-a-friend-of-us-rejects-hard-line-toward-libya.html",1992-03-02 00:00:00
"International A2-9 MORE RIGHTS IN SAUDI ARABIA Sweeping decrees touching everything from royal succession to personal privacy were announced by King Fahd. The changes, including the country's first Constitution, exceeded expectations. A1 A HUSH IN THE JEWISH LOBBY The blizzard of letters and faxes by Jewish organizations on the issue of loan guarantees to Israel has slowed to a light flurry as the problem becomes more fraught with political complications. A1","http://www.nytimes.com/1992/03/02/us/news-summary-120792.html",1992-03-02 00:00:00
"Col. Muammar el-Qaddafi, the Libyan leader, has made a series of confusing moves, apparently in an attempt to buy time as the United States, Britain and France seek to impose Security Council sanctions on his country over the bombing of two airliners in the 1980's, officials said today. In recent talks with a senior United Nations official, the Libyan leader reportedly hinted that he might hand over agents accused of bombing one of these planes for trial in Britain or the United States if the United States improves relations with Libya. This caused the United Nations Secretary General, Boutros Ghali, to say Libya's position is evolving.","http://www.nytimes.com/1992/03/05/world/qaddafi-parries-attempt-to-impose-sanctions.html",1992-03-05 00:00:00
"British anti-terrorist police officers investigating the 1988 bombing of a Pan American World Airways jumbo jet over Lockerbie, Scotland, have demanded that ABC News and its senior European editor, Pierre Salinger, hand over tapes and notes of interviews with the two prime Libyan suspects, he said today. ABC and Mr. Salinger, who received a subpoena on Wednesday, said they would resist the demand.","http://www.nytimes.com/1992/03/07/world/britain-tells-abc-to-give-up-tapes.html",1992-03-07 00:00:00
"A French judge today ordered the extradition from Libya of a Palestinian official of the terrorist Abu Nidal organization, which is accused of planning a July 1988 attack that killed nine people on a cruise ship off the coast of Greece. Three of the victims were French. The judge, Jean-Louis Bruguiere, France's senior terrorism investigator, formally requested the extradition of Samir Mohammed Ahmed Khaidir.","http://www.nytimes.com/1992/03/27/world/french-seek-libya-extradition-in-ship-attack.html",1992-03-27 00:00:00
"The Security Council voted today to impose a ban on air travel and arms sales against Libya in two weeks and other sanctions unless it surrenders agents implicated in the bombings of a Pan Am flight over Scotland in 1988 and a French airliner over West Africa the next year. The vote in the 15-nation Council was 10 in favor with five abstentions. Abstaining were China, which as a permanent member of the Council could have vetoed today's decision; Morocco, the Council's only Arab member, and three other third-world countries: India, Cape Verde and Zimbabwe. The five said they favored delaying an ultimatum to Libya to allow more time for a negotiated settlement.","http://www.nytimes.com/1992/04/01/world/security-council-votes-to-prohibit-arms-exports-and-flights-to-libya.html",1992-04-01 00:00:00
"Air transport links with Libya were cut, and United Nations sanctions took effect today against Libya for its refusal to hand over two of its citizens accused of blowing up a Pan Am airliner in 1988. The banning of all flights is the most dramatic part of a United Nations sanctions package that also prohibits the sale of arms, aircraft and spare parts while requiring overseas offices of Libya's national airline to close. The Security Council's action requires all countries to reduce the size of Libyan embassies and restrict the movements of Libyan diplomats.","http://www.nytimes.com/1992/04/15/world/sanctions-on-libya-begin-to-take-hold-as-deadline-passes.html",1992-04-15 00:00:00
"To the Editor: It is heartening to see the Bush Administration working through the United Nations to bring to justice those accused in the 1988 bombing of Pan Am Flight 103 over Lockerbie, Scotland, as you report in ""Security Council Votes to Prohibit Arms Exports and Flights to Libya"" (front page, April 1). Yet, while the United States forges a multinational response in this case, it rejects a promising approach to the general problem of international criminality. The United Nations is studying establishment of an international criminal court with jurisdiction over individuals who commit such transnational crimes as terrorism, drug trafficking and aggression. This would provide an impartial forum for the litigation of the Libyan case or similar cases, bound to arise in the future, and make it more difficult for a country harboring alleged international criminals to resist pressure to hand them over for trial.","http://www.nytimes.com/1992/04/24/opinion/l-libya-case-shows-need-for-terrorism-court-796792.html",1992-04-24 00:00:00
"President Alberto Fujimori today barred over 100 dismissed judges and prosecutors from appealing their dismissals, but the magistrates pledged to take their case to international courts. In a related development, Mr. Fujimori's rival, Vice President Maximo San Roman, sought to take the initiative in Peru's political stalemate by proposing a July election for an assembly to reform the 1979 Constitution.","http://www.nytimes.com/1992/04/29/world/peru-s-leader-bars-appeals-by-ousted-judicial-officials.html",1992-04-29 00:00:00
"A quarter-century boundary dispute with France has ended with Canada's winning most of the fishing waters it has claimed off southern Newfoundland. The decision was welcomed as the first good news in months for the economically battered Atlantic province. Officials in Ottawa and St. Johns said that all key areas for cod and other fish, which are critical to the livelihood of the south coast's 80,000 people, are now within the Canadian zone.","http://www.nytimes.com/1992/06/14/world/french-dispute-ended-canada-goes-fishing.html",1992-06-14 00:00:00
"The official United States account of the downing of an Iranian commercial airliner four years ago came under challenge tonight as a news report asserted that American forces provoked the episode. The attack on the Iranian passenger jet by the United States Navy cruiser Vincennes on July 3, 1988, killed 290 people. A military investigation concluded a month after the incident that the crew of the Vincennes, part of a naval force sent to protect American oil supplies in the so-called ""tanker war"" phase of the Iran-Iraq war, mistakenly concluded that the aircraft they had spotted taking off from Bandar Abbas, Iran, was hostile. This occurred even though the aircraft was on a regularly scheduled flight, was flying within the commercial air corridor en route to Dubai and was ascending, not descending as if to attack, as Vincennes officers said they thought.","http://www.nytimes.com/1992/07/02/world/us-account-of-downing-of-iran-jet-criticized.html",1992-07-02 00:00:00
"In a pledge that fell far short of the Mexican Government's demands, President Bush promised today that his Administration would not kidnap criminal suspects from Mexico in the future. The United States refused to make a more lasting commitment to refrain from cross-border kidnappings or to extradite any American officials who carry them out.","http://www.nytimes.com/1992/07/02/world/bush-gives-mexico-limited-pledge-on-abductions.html",1992-07-02 00:00:00
"Yugoslavia's uncertain participation in the Barcelona Olympics moved closer to resolution today when its national Olympic committee accepted a conditional invitation to attend the Games. All that remains is formal agreement by the International Olympic Committee, which is expected to be announced on Thursday, along with a plan to have two republics once part of Yugoslavia, Bosnia and Herzegovina and Macedonia, also participate. That would bring to at least 171 -- a record -- the number of countries and territories competing when the Games open on Saturday. In all likelihood, Bosnia and Herzegovina and Macedonia would compete as one team.","http://www.nytimes.com/1992/07/23/sports/olympics-barcelona-92-yugoslavia-agrees-to-terms-of-restricted-entry-in-games.html",1992-07-23 00:00:00
"Omer Filipovic, a Muslim high-school teacher and political leader from the Bosnian town of Kljuc, died on July 28, his death certificate says, in the solitary-confinement stall of a prison camp run by the Bosnian Serb army at a cattle farm on this nearly treeless plateau. His story, reconstructed from interviews with acquaintances and witnesses and buttressed by the death certificate, offers a rare look at the ordeal of one who died in a Serbian camp. 'Natural Causes,' Serbs Say Thousands of Muslims have died as Serbian forces have swept through Bosnia and Herzegovina, uprooting and destroying centuries-old Muslim communities and herding into camps men suspected of resisting, or having the potential to resist, their takeover.","http://www.nytimes.com/1992/08/29/world/road-to-death-in-a-serbian-prison-camp.html",1992-08-29 00:00:00
"To the Editor: I am a student from Western Sahara, studying English and enjoying the opportunity to read United States newspapers. Usually, I trust what I read, but your Aug. 16 report on Western Sahara compels me to respond.","http://www.nytimes.com/1992/09/06/opinion/l-western-sahara-yearns-for-independence-393292.html",1992-09-06 00:00:00
"Reflecting a growing optimism about recent blows to the Shining Path guerrilla group, Peru's President predicted today that the rebel organization considered the most dangerous in Latin America would be ""eradicated"" within two or three years. ""Obviously we expect there will be actions and attacks we cannot avoid,"" President Alberto K. Fujimori said in a news conference at the presidential palace. ""But they will not be organized. In a few months we could destroy their organization.""","http://www.nytimes.com/1992/09/23/world/peruvian-leader-sees-end-to-war.html",1992-09-23 00:00:00
"Salman Rushdie When bookstores and libraries around the country begin observing Banned Book Week on Saturday, a week of activities and attention focusing on censorship around the world and through the ages, one of the most well-known modern writers on the list of unfortunately celebrated authors will be Salman Rushdie. Mr. Rushdie has lived in nomadic secrecy since February 1989, when his novel ""The Satanic Verses"" was declared blasphemous to Islam by Ayatollah Ruhollah Khomeini of Iran and a multi-million dollar reward was offered for his execution. Mr. Rushdie is venturing into the public more and more these days, doing impromptu readings at bookstores, addressing conventions on freedom of expression and human rights, conferring with Government officials in various countries. But everywhere he goes, he is surrounded by an elaborate security net and every public appearance, say the British authorities in charge of protecting him, poses a true threat to his life.","http://www.nytimes.com/1992/09/23/books/book-notes-962892.html",1992-09-23 00:00:00
"To the Editor: The Security Council is to be congratulated for taking the first step to halt ""ethnic cleansing"" and other crimes in the former Yugoslavia. The resolution of Oct. 6, asking the Secretary General to establish a commission of experts to gather evidence of war crimes, is only a beginning. Without an impartial court to try the accused, the condemnation of their crimes would mock the victims.","http://www.nytimes.com/1992/10/23/opinion/l-nothing-s-less-simple-than-a-war-crimes-court-a-great-opportunity-063392.html",1992-10-23 00:00:00
"In an underground facility, somewhere in the United States, researchers are going through a mountain of Iraqi files that could provide the legal basis for the first case of genocide ever to be brought before the World Court. The materials, captured by Kurdish rebels in the uprising against Saddam Hussein immediately following the Persian Gulf war, provide the first written documentation of a campaign of terror waged for a decade against the four million Kurds in Iraq, a campaign that reached its zenith between March and August of 1988.","http://www.nytimes.com/1993/01/03/magazine/iraq-accused-a-case-of-genocide.html",1993-01-03 00:00:00
"Secretary of State-designate Warren M. Christopher sought today to remake his Carter-era image of conciliation and negotiation, presenting himself to Congress as a man who believes in ""discreet and careful"" use of force to maintain the United States as a world power. Mr. Christopher was Deputy Secretary of State in the Carter Administration, and the impression has arisen that he, like Cyrus R. Vance, Mr. Carter's Secretary of State, would negotiate endlessly to avoid military confrontations.","http://www.nytimes.com/1993/01/14/world/the-new-presidency-christopher-sees-a-place-for-force.html",1993-01-14 00:00:00
"Horrified by accounts of mass rapes in the ethnic fighting in Bosnia and Herzegovina, women's advocacy groups and human rights groups are seeking legal avenues to stop the assaults and to prosecute those responsible as war criminals. The groups have formed the Ad Hoc Women's Coalition Against War Crimes in the former Yugoslavia, a group that now meets regularly to discuss how to put pressure on the international law system to bring people responsible for rape to justice. At the same time, the coalition is discussing how the violation of Balkan women is an exaggerated reflection of sexual violence against women worldwide, and how that pattern of behavior and attitudes about it can be changed.","http://www.nytimes.com/1993/01/15/news/the-balkans-rapes-a-legal-test-for-the-outraged.html",1993-01-15 00:00:00
"The State Department has taken the first step toward organizing an international tribunal to prosecute war crimes in the Balkans, senior Administration officials said today. Secretary of State Warren Christopher asked senior advisers to prepare a study on how best to create the mechanisms needed to proceed with trials of Serbian, Bosnian and Croatian officials accused of committing atrocities, the officials said.","http://www.nytimes.com/1993/01/27/world/us-moves-ahead-on-war-crimes-tribunal.html",1993-01-27 00:00:00
"The international mediators trying to solve the Balkan crisis want the United States to support the use of NATO war planes to enforce provisions of their peace plan for ending the civil war in Bosnia and Herzegovina, arguing that this would reassure Muslims and deter Serbs from further aggression. The co-chairmen of the United Nations and European Community effort to bring peace to Bosnia, Cyrus R. Vance, a former American Secretary of State, and Lord Owen, a former British Foreign Secretary, also want the United States to provide modern satellite communications for the expanded 25,000-member peacekeeping force that the United Nations will be asked to send to Bosnia if all three factions agree to their proposals, officials close to the negotiations here say.","http://www.nytimes.com/1993/02/06/world/balkan-mediators-ask-us-assent-for-nato-planes-to-keep-peace.html",1993-02-06 00:00:00
"At the height of World War I, Woodrow Wilson argued that self-determination for Europe's myriad ethnic minorities, suddenly freed by the collapse of the Austro-Hungarian and Ottoman Empires, would provide stability in the postwar environment. But even as the concept of self-determination was being born, President Wilson's own Secretary of State, Robert Lansing, worried that the idea might make the world more dangerous. ""Will it not breed discontent, disorder and rebellion?"" Lansing wrote. ""The phrase is simply loaded with dynamite. It will raise hopes which can never be realized. It will, I fear, cost thousands of lives.","http://www.nytimes.com/1993/02/07/world/as-ethnic-wars-multiply-us-strives-for-a-policy.html",1993-02-07 00:00:00
"The leader of the Serbs in Bosnia and Herzegovina came under increasing pressure today to accept a critical element in the peace plan for Bosnia. Members of the Security Council and the Yugoslav and Serbian governments want Radovan Karadzic, the Serbian leader in Bosnia, to accept a map drawn up by former Secretary of State Cyrus R. Vance and Lord Owen of Britain that divides Bosnia into 10 autonomous provinces. They argue that this would make it more difficult for President Clinton to propose a radically different solution more favorable to the Muslims.","http://www.nytimes.com/1993/02/09/world/serbs-urged-to-agree-on-bosnia-map.html",1993-02-09 00:00:00
"The International Court of Justice urged Yugoslavia today to assure that any forces it controls in Bosnia and Herzegovina do not violate the 1948 convention banning genocide. The World Court suggested, but did not explicitly assert, that Yugoslavia has been supporting Serbian bands fighting in Bosnia. Yugoslavia denies this, and a Yugoslav diplomat repeated the denial after the verdict today.","http://www.nytimes.com/1993/04/09/world/belgrade-is-urged-to-control-serbs.html",1993-04-09 00:00:00
"The Seventh Million The Israelis and the Holocaust By Tom Segev Illustrated. Translated by Haim Watzman. 593 pages. Hill & Wang. $27.50.","http://www.nytimes.com/1993/05/05/books/books-of-the-times-of-holocaust-survivors-and-palestine.html",1993-05-05 00:00:00
"Even as the Bosnian Serbs debated the peace plan for Bosnia and Herzegovina, the United States and the United Nations were at odds today over who would control the troops enforcing it. For the moment, the matter is moot, because the assembly of Bosnia Serbs voted late tonight -- early Thursday morning in Bosnia -- to reject the peace plan.","http://www.nytimes.com/1993/05/06/world/conflict-in-the-balkans-key-issue-for-us-and-un-who-leads-the-peacekeepers.html",1993-05-06 00:00:00
"Andrei Tropillo began his career in the 1970's as a producer in this city's underground music scene, back in the days when rock-and-roll was outlawed as a dangerous threat to Soviet youth. Twenty years later, Mr. Tropillo's hair is still combed back in a ponytail, and he is still producing music. The difference now is that he is no longer a crusader for rock music, doing battle with the Government. He is a record pirate king, operating above ground in a country that has become a bootlegger's heaven.","http://www.nytimes.com/1993/07/02/world/no-headline-951293.html",1993-07-02 00:00:00
"How to deal with a person like Gen. Mohammed Farah Aidid, the Somali warlord who orders attacks on United Nations peacekeepers and uses women and children as shields for the killers? Under whose jurisdiction could he be prosecuted? There is no functional civil government in Somalia. Even if U.N. soldiers could arrest him, what would they do with him after that? Convene a war crimes tribunal, as is being done now to try the ethnic cleansers in the Balkans? That idea summons up the daunting prospect of establishing ad hoc tribunals in every corner of the world where civil law breaks down.","http://www.nytimes.com/1993/07/06/opinion/a-court-for-international-outlaws.html",1993-07-06 00:00:00
"To the Editor: ""Testimony in '82 on Salvador Criticized"" (news article, July 16) reports that the State Department ""sharply criticized the department's handling of the largest massacre of the Salvadoran civil war . . . but it rejected accusations that officials regularly lied to Congress about human rights violations in El Salvador to maintain the flow of military aid.""","http://www.nytimes.com/1993/07/28/opinion/l-to-serve-justice-in-salvadoran-massacre-986693.html",1993-07-28 00:00:00
"The top United Nations commander here said today that the Serbs had withdrawn most of their troops from two strategic mountains southwest of the capital, clearing the way for the resumption of peace talks in Geneva on Monday. After a day on which United States and other NATO jets screamed lower than ever before in their patrols over the Sarajevo area, the United Nations commander in Bosnia, Lieut. Gen. Francis Briquemont, said tonight that the Serbs had already pulled back most of their troops from the two peaks, Mount Bjelasnica and Mount Igman, and had pledged to remove the rest by 4 P.M. local time on Saturday.","http://www.nytimes.com/1993/08/14/world/un-reports-serbs-are-pulling-back-on-sarajevo-front.html",1993-08-14 00:00:00
"Less than a week before the Government of Bosnia and Herzegovina must decide whether to accept the country's division into three ethnic republics, lawyers for Bosnia asked the World Court today to rule that any such division would be ""null and void."" They also asked the Court to declare that the United Nations arms embargo against Bosnia is illegal.","http://www.nytimes.com/1993/08/26/world/bosnia-asks-world-court-to-nullify-peace-accord.html",1993-08-26 00:00:00
"Lawyers for Yugoslavia told the World Court today that their Government had no territorial ambitions in Bosnia and Herzegovina, and was not supporting any militia forces there. ""Yugoslavia cannot be held responsible at all for the course events have taken on the territory of the former Yugoslav Republic of Bosnia-Hezegovina, nor for any crimes, including the crime of genocide,"" said Miodrag Mitic, chief legal officer of the Yugoslav Foreign Ministry. ""The Federal Republic of Yugoslavia has no paramilitary of any kind, either within or out of its territory.""","http://www.nytimes.com/1993/08/27/world/yugoslavs-tell-world-court-they-have-no-bosnian-role.html",1993-08-27 00:00:00
"The Clinton Administration has joined more than 60 countries in a drive to renegotiate a complex and bitterly disputed section of the United Nations Convention on the Law of the Sea, a treaty that has been in legal limbo since President Reagan rejected it more than a decade ago. Negotiators at the United Nations, some of them veterans of the grueling Law of the Sea talks of the 1970's, say there is a widespread feeling that failure to resolve the lingering dispute could seriously undermine future application of the pact, which covers virtually every aspect of human activity on, over and under the ocean.","http://www.nytimes.com/1993/08/28/world/us-seeks-to-fix-mining-provisions-of-sea-treaty.html",1993-08-28 00:00:00
"The people of the Niger Delta basin are used to hearing their homeland called ""Nigeria's Kuwait."" It seems an apt description for one of the world's richest oil-producing regions. And by that measure, Chief Edward Kobani, a senior elder in the Ogoni ethnic group, whose ancestors have lived here for hundreds of years, should be content, very happy and very, very wealthy.","http://www.nytimes.com/1993/09/09/world/kidere-journal-atop-a-sea-of-oil-nigerians-are-mired-in-misery.html",1993-09-09 00:00:00
